,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],301.0931413787433,457.7206232004072,604.3863661887802,240,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],303.36451473013284,477.3950500875372,640.356986741285,240,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],31.183420135137496,31.183420135137506,31.183420135137496,240,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,8.714542781380457,93.10479501228598,240,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,1.394581456056385,159.12473772878116,240,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,1.549534951173761,81.50709405351202,240,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,0.0,0.0,240,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.0,0.0,240,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,0.0,0.0,240,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],31.183420135137496,31.183420135137506,31.183420135137496,240,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],103.94473378379166,103.94473378379166,103.94473378379166,240,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.24946736108109996,0.2494673610810999,0.24946736108109996,240,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],3.178786747288541,12.782355848522142,14.548846483288798,240,0.0,10000.0,kW,Heat consumed by AD,time
unit_T[AD],30.0,30.0,30.0,240,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,288.0090435274546,444.93826735188503,589.8375197054914,240,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],16.52059523102037,25.522271549821372,33.8338921437185,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.27350937596172964,1.0998202928938767,1.2518127949292488,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
bat_SOC,0.0,39.480134213921325,207.04737280479074,240,0.0,10000.0,,,
bat_charge,0.0,0.9666666666666667,1.0,240,0.0,1.0,,,
bat_discharge,0.0,0.03333333333333333,1.0,240,0.0,1.0,,,
heat_loss_biomass,8.174901620370354,8.174901620370353,8.174901620370354,240,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,16.0,16.0,16.0,240,-10000.0,10000.0,°C,Interior temperature of the building,
penalty_t,0.00013205332118994406,0.00013205332118994406,0.00013205332118994406,240,0.0,10000.0,,,
comfort_delta_T,4.0,4.0,4.0,240,-10000.0,10000.0,,,
comfort_delta_T_abs,4.0,4.0,4.0,240,0.0,10000.0,,,
grid_export[Elec],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_import[Elec],0.0,81.53006072321983,226.81794869786478,240,0.0,10000.0,,,
grid_import[Gas],303.3645147301329,477.3950500875372,640.356986741285,240,0.0,10000.0,,,
unused[Biomass],0.0,0.0,0.0,240,0.0,10000.0,,,
unused[Biogas],0.0,0.0,0.0,240,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
