,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],0.0,0.0,0.0,240,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,0.0,0.0,240,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],0.0,0.0,0.0,240,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],11.348233597692863,916.9453322003089,1000.0000000000001,240,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],6.998077385243932,565.4496215235241,616.6666666666667,240,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],19.90918175033836,1608.6760214040512,1754.385964912281,240,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,0.0,0.0,240,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,0.0,0.0,240,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,0.0,0.0,240,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],0.0,0.0,0.0,240,0.0,10000.0,kW,Heat consumed by AD,time
unit_T[AD],4.916386625328746,4.970163720378084,5.0468324549179435,240,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,6.998077385243932,565.4496215235238,616.6666666666667,240,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],0.4014193528820619,32.43496872983891,35.37284894837483,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
bat_SOC,0.0,0.0,0.0,240,0.0,10000.0,,,
bat_charge,0.0,0.9958333333333333,1.0,240,0.0,1.0,,,
bat_discharge,0.0,0.004166666666666667,1.0,240,0.0,1.0,,,
heat_loss_biomass,0.0,0.0,0.0,240,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,19.62452066614849,19.97828339781513,20.290196969398888,240,-10000.0,10000.0,°C,Interior temperature of the building,
penalty_t,0.0,2.5100675322343807e-06,1.2395823268319874e-05,240,0.0,10000.0,,,
comfort_delta_T,-0.29019696939888795,0.021716602184866544,0.37547933385150856,240,-10000.0,10000.0,,,
comfort_delta_T_abs,0.0,0.0760319395109776,0.37547933385150856,240,0.0,10000.0,,,
grid_export[Elec],0.0,827.1051495519071,988.6517664023071,240,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_import[Elec],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_import[Gas],19.90918175033836,1608.6760214040512,1754.385964912281,240,0.0,10000.0,,,
unused[Biomass],103.94473378379166,103.94473378379166,103.94473378379166,240,0.0,10000.0,,,
unused[Biogas],0.0,0.0,0.0,240,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
