,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-2.8760993586729455e-11,183.62218388417284,514.505669689339,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-6.331291046990373e-11,198.7239132120371,571.6729663215195,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-3.1956659540810506e-11,5.30073554815495,31.183420135169452,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,3.865033724170678,44.273332419065824,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],-1.9127810446661897e-11,4.349474653484574,46.80861586426621,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,80.1585744648567,160.24433970048688,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,50.76709716107592,101.48808181030837,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],-6.318205218273458e-11,109.64869622573411,267.0738995008434,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-3.1956659540810506e-11,23.9489278823604,31.183420135169452,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,29.298374278629435,31.183420135169452,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,97.66124759543142,103.94473378389817,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.23438699422903536,0.24946736108135562,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-4.3782165448647e-08,6.593301888837212,615.9937514996473,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],-3.2535751870454994e-11,1.425167098067512e-14,3.1953106827131705e-11,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],-1.0913936421275138e-12,1.474759087638714e-14,3.421206967357024e-11,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],-3.637978807091713e-14,4.915863625462379e-16,1.1404023224523415e-12,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],-1.7842099953625438e-11,17.390230602472663,46.80861586426652,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],-5.7020116122617076e-11,-1.3300625785797248e-13,5.52269341369538e-11,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.99999999969943,32.85500237856618,40.0,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-9.276336365715564e-08,227.79597915641156,615.9937515226584,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-3.1619042629539682e-09,10.320334818486602,29.512753521976407,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-3.767107925791814e-09,0.31872965522955243,44.269130279197505,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-5.3210342441963175e-09,2.7463561465083512,5.821496088545527,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.24857165451743615,8.732244132818135,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,0.0,7.680726691512048,8.174901620378732,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,17.999999999999996,19.23000347063073,28.461333201259684,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,4.046337525254901e-09,6.28915692179024e-05,0.00027933678773027064,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.461333201259684,0.769996529369271,2.0000000000000036,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0001225667779891637,1.9050355917194954,8.461333201259684,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],-1.9035537382786545e-11,19.278161148259187,192.65472962625606,8760,0.0,10000.0,,,
grid_export[Gas],0.0,3.732512354325793e-15,3.2696808223893946e-11,8760,0.0,10000.0,,,
grid_import[Elec],0.0,29.67859725534724,238.7498321598591,8760,0.0,10000.0,,,
grid_import[Gas],-6.331291046990373e-11,308.37260943777125,838.7468658222991,8760,0.0,10000.0,,,
unused[Biomass],-1.0651035609043902e-10,6.2834861883602295,103.94473378379166,8760,0.0,10000.0,,,
unused[Biogas],-3.1956659540810506e-11,0.04871084811408374,31.18342013516945,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
