,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],0.0,0.0,0.0,240,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,0.0,0.0,240,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],0.0,0.0,0.0,240,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,240,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,38.03933920163957,948.6832980505137,240,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,42.265932446266206,743.5628959924506,240,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],467.041692206683,721.5215146246784,956.4932751980942,240,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],288.00904352745454,444.93826735188503,589.8375197054914,240,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],819.3713873123537,1265.8272161158543,1678.058375016584,240,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],2.523932236666659e-06,2.52393223666666e-06,2.523932236666659e-06,240,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],2.523932236666659e-06,2.52393223666666e-06,2.523932236666659e-06,240,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],8.41310745555553e-06,8.413107455555527e-06,8.41310745555553e-06,240,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],2.0191457893333272e-08,2.019145789333327e-08,2.0191457893333272e-08,240,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],0.0,0.0,0.0,240,0.0,10000.0,kW,Heat consumed by AD,time
unit_T[AD],4.916383319548904,4.9701604145982445,5.046829149138102,240,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,288.0090435274546,444.93826735188503,589.8375197054916,240,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],16.52059523102037,25.522271549821365,33.83389214371851,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,240,0.0,10000.0,m^3/h,Volume flow of heating water,time
bat_SOC,0.0,466.4084334622739,1000.0,240,0.0,10000.0,,,
bat_charge,0.0,0.9541666666666667,1.0,240,0.0,1.0,,,
bat_discharge,0.0,0.04583333333333333,1.0,240,0.0,1.0,,,
heat_loss_biomass,6.616624360578743e-07,6.616624360578741e-07,6.616624360578743e-07,240,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,16.0,16.0,16.0,240,-10000.0,10000.0,°C,Interior temperature of the building,
penalty_t,0.00013205332118994406,0.00013205332118994406,0.00013205332118994406,240,0.0,10000.0,,,
comfort_delta_T,4.0,4.0,4.0,240,-10000.0,10000.0,,,
comfort_delta_T_abs,4.0,4.0,4.0,240,0.0,10000.0,,,
grid_export[Elec],0.0,627.4547387114584,1818.3276589078312,240,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_import[Elec],0.0,0.0,0.0,240,0.0,10000.0,,,
grid_import[Gas],819.3713873123537,1265.8272161158543,1678.058375016584,240,0.0,10000.0,,,
unused[Biomass],103.94472537068421,103.9447253706842,103.94472537068421,240,0.0,10000.0,,,
unused[Biogas],0.0,0.0,0.0,240,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,240,0.0,10000.0,,,
