,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-1.7010393094096799e-12,223.78375900366734,646.0124371883256,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,224.08371459953915,717.7915968759191,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-2.6147972675971687e-12,24.564906515646822,717.7915968759172,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,30.912138155523472,212.7382772700354,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,6.173045257625515,179.03163878789093,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,6.974665741732087,200.10112897342347,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],-1.1340262062731199e-12,3.980134554365015,18.710052081082498,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],-7.182165973063094e-13,2.520751884431176,11.84969965135225,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.015092381689649055,31.1834201351375,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-1.8900436771218665e-12,6.618465208918711,31.1834201351375,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],30.759343524560677,31.18337172456552,31.183420135139386,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],102.53114508186893,103.94457241521837,103.94473378379796,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.24607474819648542,0.24946697379652405,0.24946736108111509,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],0.0,6.827055727666785,264.5571200471122,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],0.0,3.1528355849722796,686.6081767407798,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,3.1528355849722787,31.18342013514011,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.10509451949907596,1.0394473378380036,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,36.59595362238518,334.83206685924773,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,3286.6222667905154,10000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.99999999999037,31.590717983868082,40.0,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-3.6783400103601593e-07,219.47745516043187,657.8621368396778,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-9.217507190914382e-09,12.487255896698203,37.05616274502831,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.0,0.5239328952300415,22.763040921835703,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-2.109946468657839e-08,0.10227307999963044,0.6797150851636102,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.06348107751375574,1.0195726277454153,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,8.063727651769675,8.174888929278046,8.17490162037085,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,17.99999372437424,18.955394939882623,28.317502601443547,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.262316123752021e-08,6.542553480512937e-05,0.000274588460631655,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.317502601443547,1.044605060117376,2.0000062756257613,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0006852735253808362,1.981791422300451,8.317502601443547,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,0.3425802662903668,131.26534962267036,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,56.44667218220587,226.9485484569233,8760,0.0,10000.0,,,
grid_import[Gas],0.0,224.0988069812288,717.7915968759191,8760,0.0,10000.0,,,
unused[Biomass],-6.295408638834488e-12,0.00016136857327813387,1.413588701922734,8760,0.0,10000.0,,,
unused[Biogas],-1.8900436771218665e-12,-1.5103088744124505e-14,0.0,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
