,Value,Lower Bound,Upper Bound,Units,Decription,Type
unit_size[BOI],646.0124371883255,0.0,100000.0,kW,Installed capacity of BOI,unique
unit_size[PV],1897.0775572501816,0.0,100000.0,kW,Installed capacity of PV,unique
unit_size[BAT],334.83206685924773,0.0,100000.0,kWh,Installed capacity of BAT,unique
unit_size[SOFC],18.710052081082498,0.0,100000.0,kW,Installed capacity of SOFC,unique
unit_size[AD],31.183420135137496,0.0,100000.0,kW,Installed capacity of AD,unique
unit_size[CGT],10000.0,0.0,100000.0,kWh,Installed capacity of CGT,unique
unit_install[BOI],1.0,0.0,1.0,-,BOI decision variable,bool
unit_install[PV],1.0,0.0,1.0,-,PV decision variable,bool
unit_install[BAT],1.0,0.0,1.0,-,BAT decision variable,bool
unit_install[SOFC],1.0,0.0,1.0,-,SOFC decision variable,bool
unit_install[AD],1.0,0.0,1.0,-,AD decision variable,bool
unit_install[CGT],1.0,0.0,1.0,-,CGT decision variable,bool
unit_capex[BOI],128.93635062859352,0.0,10000.0,kCHF,Investment cost of BOI,unique
unit_capex[PV],6704.706879435122,0.0,10000.0,kCHF,Investment cost of PV,unique
unit_capex[BAT],432.79144945511547,0.0,10000.0,kCHF,Investment cost of BAT,unique
unit_capex[SOFC],98.69959686649185,0.0,10000.0,kCHF,Investment cost of SOFC,unique
unit_capex[AD],93.19523436487124,0.0,10000.0,kCHF,Investment cost of AD,unique
unit_capex[CGT],145.494,0.0,10000.0,kCHF,Investment cost of CGT,unique
min_T_AD,30.0,-10000.0,10000.0,,,
max_T_AD,40.0,-10000.0,10000.0,,,
penalty_a,0.5731276848929362,0.0,10000.0,MCHF,Sum of Penalty for deviating from the comfort temperature,unique
grid_export_a[Elec],3.0010031327036137,0.0,10000.0,,,
grid_export_a[Gas],0.0,0.0,10000.0,,,
grid_import_a[Elec],494.4728483161268,0.0,10000.0,,,
grid_import_a[Gas],1963.1055491555492,0.0,10000.0,,,
unused_a[Biomass],0.001413588701916453,0.0,10000.0,,,
unused_a[Biogas],-1.3230305739853066e-13,0.0,10000.0,,,
unused_a[Gas],0.0,0.0,10000.0,,,
capex,7.6038235107501935,-10000.0,10000.0,MCHF,total CAPEX,unique
opex,0.2754818472776981,0.0,10000.0,MCHF/year,total annual opex,unique
totex,0.7632452928960157,0.0,10000.0,MCHF/year,total annualized expenses,unique
emissions,419.7668473543745,-10000.0,10000.0,t-CO2,Annual total CO2 emissions,unique
