,Value,Lower Bound,Upper Bound,Units,Decription,Type
unit_size[BOI],0.0,0.0,100000.0,kW,Installed capacity of BOI,unique
unit_size[PV],0.0,0.0,100000.0,kW,Installed capacity of PV,unique
unit_size[BAT],0.0,0.0,100000.0,kWh,Installed capacity of BAT,unique
unit_size[SOFC],1000.0,0.0,100000.0,kW,Installed capacity of SOFC,unique
unit_size[AD],0.0,0.0,100000.0,kW,Installed capacity of AD,unique
unit_install[BOI],0.0,0.0,1.0,-,BOI decision variable,bool
unit_install[PV],-0.0,0.0,1.0,-,PV decision variable,bool
unit_install[BAT],0.0,0.0,1.0,-,BAT decision variable,bool
unit_install[SOFC],1.0,0.0,1.0,-,SOFC decision variable,bool
unit_install[AD],-0.0,0.0,1.0,-,AD decision variable,bool
unit_capex[BOI],0.0,0.0,10000.0,kCHF,Investment cost of BOI,unique
unit_capex[PV],0.0,0.0,10000.0,kCHF,Investment cost of PV,unique
unit_capex[BAT],0.0,0.0,10000.0,kCHF,Investment cost of BAT,unique
unit_capex[SOFC],3.8079756000000007,0.0,10000.0,kCHF,Investment cost of SOFC,unique
unit_capex[AD],0.0,0.0,10000.0,kCHF,Investment cost of AD,unique
min_T_AD,-1637.6875542110083,-10000.0,10000.0,,,
max_T_AD,40.0,-10000.0,10000.0,,,
penalty,0.0007588435601148193,0.0,10000.0,,,
grid_export_a[Elec],198.76034041756648,0.0,10000.0,,,
grid_export_a[Gas],0.0,0.0,10000.0,,,
grid_import_a[Elec],0.34044700793078586,0.0,10000.0,,,
grid_import_a[Gas],385.93252148289747,0.0,10000.0,,,
unused_a[Biomass],24.946736108110017,0.0,10000.0,,,
unused_a[Biogas],0.0,0.0,10000.0,,,
unused_a[Gas],0.0,0.0,10000.0,,,
emissions,69.93014274072091,-10000.0,10000.0,t-CO2,Annual total CO2 emissions,
capex,0.003807975600000001,-10000.0,10000.0,MCHF,total CAPEX,
opex,0.015055481767129873,0.0,10000.0,MCHF/year,total annual opex,
totex,0.01529975246816081,0.0,10000.0,MCHF/year,total annualized expenses,
