,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],0.0,268.91057821694875,673.5958797973094,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,279.49934646201046,748.4398664414549,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],0.0,19.29018489015483,31.183420135137496,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,405.0133708636905,992.5581266027051,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,0.8082497268993378,10.96097217750083,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,708.2503432120717,1741.3300466714127,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,2.2994302329995384,31.183420135137496,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,26.46678179633608,31.183420135137496,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,88.22260598778692,103.94473378379166,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.21173425437068852,0.24946736108109996,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],0.0,5.923807513929018,673.5958797973094,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_T[AD],30.0,33.113550860190045,39.99999999999977,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,0.0,263.7950204299191,684.5568519748102,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],0.0,15.085283214322384,38.63838698646141,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],0.0,0.5096966312176028,57.95758047969212,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],0.0,0.04636231703055482,0.6287364537763394,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
bat_SOC,0.0,0.0,0.0,8760,0.0,10000.0,,,
bat_charge,0.0,0.00022831050228310502,1.0,8760,0.0,1.0,,,
bat_discharge,-0.0,0.9997716894977169,1.0,8760,0.0,1.0,,,
heat_loss_biomass,0.0,6.9384094642350655,8.174901620370354,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,19.029543046895675,20.418392641261722,28.003412479121078,8760,-10000.0,10000.0,°C,Interior temperature of the building,
penalty_t,0.0,1.744034334217486e-05,0.0002642192996802455,8760,0.0,10000.0,,,
comfort_delta_T,-8.003412479121078,-0.41839264126171954,0.9704569531043263,8760,-10000.0,10000.0,,,
comfort_delta_T_abs,0.0,0.5282818541788543,8.003412479121078,8760,0.0,10000.0,,,
grid_export[Elec],0.0,332.8949685574285,10000.0,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.5398955921418402,25.986183445947916,8760,0.0,10000.0,,,
grid_import[Elec],0.0,17.933514596510577,10000.0,8760,0.0,10000.0,,,
grid_import[Gas],0.0,279.49934646201046,748.4398664414549,8760,0.0,10000.0,,,
