,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-4.242756590500107e-08,223.23629796442958,724.5079536957352,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-1.67302712917995e-08,223.08293115584533,773.8254173045682,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-4.714173989444563e-08,24.957399915743043,685.0694791289354,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,46.11265305753497,317.3486842759195,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,11.225838159678034,195.2561634134781,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,12.845186745341486,305.75098331714554,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],-1.1340262062731199e-12,2.9923360900594362,48.01253821334685,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],-7.182165973063094e-13,1.895146190370976,30.40794086845301,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.0,0.0,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-1.8900436771218665e-12,4.987226816765728,80.02089702224475,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,31.158501877038656,31.183420135139386,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,103.86167292346215,103.94473378379796,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.2492680150163091,0.24946736108111509,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-2.5958755145438772e-09,6.806018180445489,73.0760906569077,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],0.0,4.745637575009743,653.886058993798,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,4.745637575009736,31.183420182279235,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.1581879191669912,1.0394473394093078,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,117.6472386578171,979.4520224122797,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,3810.014730091835,10000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],30.0,31.51487619343133,40.0,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-2.505623020176983e-07,218.32542597435517,724.5079536957352,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-7.158767014490379e-09,12.456922822485739,41.558773634554676,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-2.2335448977911031e-10,0.5223278282204454,6.28761774294618,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-1.4372598586101268e-08,0.0665241741312186,1.744241350006868,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.06327603051769533,2.6163620250103024,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,0.0,8.168369164737637,8.17490162037085,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,18.0,18.917364510166905,28.494748703395135,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.262316123752021e-08,6.617243537437163e-05,0.00028043994473932464,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.494748703395135,1.0826354898330968,2.0,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0006852735253808362,2.0044156338692893,8.494748703395135,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,0.9580809646571687,294.2614554220124,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,43.720078985311325,226.81794869786478,8760,0.0,10000.0,,,
grid_import[Gas],-1.6730271291799504e-08,223.08293115584536,773.8254173045682,8760,0.0,10000.0,,,
unused[Biomass],-6.295408638834488e-12,0.08306086032950888,103.94473378379166,8760,0.0,10000.0,,,
unused[Biogas],-1.8900436771218665e-12,1.2138751445298832,31.183420135137496,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
