,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-4.697267685926931e-08,223.45220493977112,653.5687659125805,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-5.2191863176965896e-08,224.98626346364657,726.1875176806449,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-4.508105740560115e-08,23.293964247210205,631.1834201351375,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,40.59101375798726,279.34859426653867,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,4.504193998366827,38.006661949152004,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,2.7775862989928775,23.437441535310406,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.015715550527397114,66.6783542967579,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,7.8863791834494945,66.6783542967579,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],31.183420135137496,31.183420135137506,31.183420135137496,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],103.94473378379166,103.94473378379166,103.94473378379166,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.24946736108109996,0.2494673610810999,0.24946736108109996,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-1.1404154065530748e-07,6.920757346360743,310.5092930636174,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],0.0,5.5584347285684546,600.0,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,5.558434728568463,31.183420180218555,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.18528115761894878,1.0394473393406185,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,0.0,0.0,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,368.51905423584185,1000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.99999999981479,32.0735399050519,40.000000000000135,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-1.4609658371966813e-07,219.30903389240328,677.0062074478908,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-7.492151067805037e-09,12.47281622333819,37.489604163245595,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-9.81236965485439e-09,0.5170648089501102,26.716860779852407,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-8.380301169388245e-09,0.10705187756450389,1.344403912159299,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.07841144456085355,2.01660587850006,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,8.174901620370354,8.174901620370353,8.174901620370354,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,17.99999372437424,18.94983506928749,28.33725293300821,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.262316123752021e-08,6.590421080216343e-05,0.00027524048485108403,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.337252933008209,1.0501649307125072,2.0000062756257613,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0006852735253808362,1.9962908985035681,8.337252933008209,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,10.640303822547832,266.7114459699268,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,55.82002723329561,227.55608704162384,8760,0.0,10000.0,,,
grid_import[Gas],-5.2191863176965896e-08,225.00197901417397,761.6824518422653,8760,0.0,10000.0,,,
unused[Biomass],0.0,0.0,0.0,8760,0.0,10000.0,,,
unused[Biogas],-3.836930773104541e-13,0.0030767044777911825,10.836576347814752,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
