,Value,Lower Bound,Upper Bound,Units,Decription,Type
unit_size[BOI],650.4221197054966,0.0,100000.0,kW,Installed capacity of BOI,unique
unit_size[PV],2828.668159411335,0.0,100000.0,kW,Installed capacity of PV,unique
unit_size[BAT],103.86336404050756,0.0,100000.0,kWh,Installed capacity of BAT,unique
unit_size[SOFC],0.0,0.0,100000.0,kW,Installed capacity of SOFC,unique
unit_size[AD],31.183420135137496,0.0,100000.0,kW,Installed capacity of AD,unique
unit_install[BOI],1.0,0.0,1.0,-,BOI decision variable,bool
unit_install[PV],1.0,0.0,1.0,-,PV decision variable,bool
unit_install[BAT],1.0,0.0,1.0,-,BAT decision variable,bool
unit_install[SOFC],-0.0,0.0,1.0,-,SOFC decision variable,bool
unit_install[AD],1.0,0.0,1.0,-,AD decision variable,bool
unit_capex[BOI],129.76978062433886,0.0,10000.0,kCHF,Investment cost of BOI,unique
unit_capex[PV],9995.532049757354,0.0,10000.0,kCHF,Investment cost of PV,unique
unit_capex[BAT],134.81872594865882,0.0,10000.0,kCHF,Investment cost of BAT,unique
unit_capex[SOFC],0.0,0.0,10000.0,kCHF,Investment cost of SOFC,unique
unit_capex[AD],93.19523436487124,0.0,10000.0,kCHF,Investment cost of AD,unique
min_T_AD,30.0,-10000.0,10000.0,,,
max_T_AD,40.0,-10000.0,10000.0,,,
penalty,0.01584639854279329,0.0,10000.0,,,
grid_export_a[Elec],0.0,0.0,10000.0,,,
grid_export_a[Gas],0.0,0.0,10000.0,,,
grid_import_a[Elec],19.5681214265205,0.0,10000.0,,,
grid_import_a[Gas],130.7307804224314,0.0,10000.0,,,
unused_a[Biomass],0.0,0.0,10000.0,,,
unused_a[Biogas],0.0,0.0,10000.0,,,
unused_a[Gas],8.92441676114686e-15,0.0,10000.0,,,
emissions,26.217000000002372,-10000.0,10000.0,t-CO2,Annual total CO2 emissions,
capex,10.353315790695223,-10000.0,10000.0,MCHF,total CAPEX,
opex,0.015154811576159432,0.0,10000.0,MCHF/year,total annual opex,
totex,0.679290292430555,0.0,10000.0,MCHF/year,total annualized expenses,
