,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-4.237699613440782e-08,270.60061455733666,681.836385429502,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],0.0,277.93373272421104,757.5959838105578,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-4.708555126045313e-08,22.733616783940857,31.183420135137496,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,0.0,0.0,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],-1.8189894035458565e-12,-2.0764719218560005e-16,0.0,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],0.0,467.71341171913156,999.7847896265699,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],0.0,0.08633642468579421,10.96097217750083,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,820.3042222914519,1754.0084028536317,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],0.0,0.2456228298315625,31.183420135137496,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],31.183420135137496,31.183420135137506,31.183420135137496,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],103.94473378379166,103.94473378379166,103.94473378379166,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.24946736108109996,0.2494673610810999,0.24946736108109996,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-4.237699613440782e-08,6.6982487663016865,419.79691646028266,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_T[AD],29.9999999985638,30.926856099813254,33.707517949808036,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,0.0,263.9887022157208,692.7973576070028,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],0.0,15.13780300904601,39.11107373400592,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-3.6462042563066068e-09,0.5763311558003373,36.12019357688863,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],0.0,0.0049523761770054135,0.6287364537763394,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],0.0,0.0,0.0,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
bat_SOC,0.0,0.0,0.0,8760,0.0,10000.0,,,
bat_charge,-1.7763568394002505e-15,0.00022831050228310483,1.0,8760,0.0,1.0,,,
bat_discharge,-0.0,0.9997716894977169,1.0000000000000018,8760,0.0,1.0,,,
heat_loss_biomass,8.174901620370354,8.174901620370353,8.174901620370354,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,19.06694914168099,20.42478640422466,28.004028904590065,8760,-10000.0,10000.0,°C,Interior temperature of the building,
penalty_t,0.0,1.6749816206259686e-05,0.000264239649937857,8760,0.0,10000.0,,,
comfort_delta_T,-8.004028904590065,-0.42478640422465885,0.9330508583190096,8760,-10000.0,10000.0,,,
comfort_delta_T_abs,0.0,0.5073652386876945,8.004028904590065,8760,0.0,10000.0,,,
grid_export[Elec],0.0,430.03258261528146,10000.0,8760,0.0,10000.0,,,
grid_export[Gas],0.0,6.836817101137573,25.986183485185872,8760,0.0,10000.0,,,
grid_import[Elec],0.0,52.408820905632936,10000.0,8760,0.0,10000.0,,,
grid_import[Gas],0.0,277.93373272421104,757.5959838105578,8760,0.0,10000.0,,,
