,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-6.607389746449143e-07,222.98160068429036,671.2358555090216,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-7.341525262284498e-07,223.19727304919425,745.8176172322496,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-1.199114042628303e-07,24.560061044461776,745.8176172322462,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,41.99012152882388,288.9772966029934,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,9.354732479055388,189.65112630755746,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,10.608956172243126,276.9688028814085,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],-1.1340262062731199e-12,3.978230131834019,33.472495041167974,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],-7.182165973063094e-13,2.5195457501615466,21.199246859406387,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.007024462380960906,36.93021885707507,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-1.8900436771218665e-12,6.62335909067574,55.78749173527996,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],31.183420135137496,31.183420135137514,31.183420135139386,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],103.94473378379166,103.94473378379168,103.94473378379796,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.24946736108109996,0.24946736108109996,0.24946736108111509,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-1.6165358829312027e-08,6.82615660021952,252.18876222206927,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],-1.1928953923606387e-07,7.573160937161306,714.6341970971088,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],-2.7000623958883807e-12,7.573160937161298,31.18342016049695,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],-9.000207986294602e-14,0.2524386979053766,1.0394473386832317,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,67.92856174471875,511.35548363533695,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],-4.320099833421409e-12,3540.389877876572,10000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.99999999999037,31.58602098090595,40.0000000000001,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-6.607389746449143e-07,218.6749898342326,692.4351023684279,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-3.7900897207165326e-08,12.442550079155614,38.50301274430341,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-1.3909008552945365e-09,0.5219722632801368,21.698841873791853,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-3.725285854173346e-09,0.10094838169904935,1.2160179842871754,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],-7.825480225579703e-13,0.06536434668139104,1.8240269764307633,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,8.174901620370354,8.174901620370353,8.17490162037085,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,17.999999999974655,18.92890420374833,28.17201041220961,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.262316123752021e-08,6.611771157845937e-05,0.00026978527893277063,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.172010412209609,1.071095796251668,2.000000000025345,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0006852735253808362,2.0027580066193527,8.172010412209609,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,1.4318929431593967,274.76884118637264,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,47.05985368307754,227.5320453379124,8760,0.0,10000.0,,,
grid_import[Gas],-7.341525262284498e-07,223.2042975115752,770.4216888323887,8760,0.0,10000.0,,,
unused[Biomass],-6.295408638834488e-12,-1.7247694900916405e-14,0.0,8760,0.0,10000.0,,,
unused[Biogas],-1.8900436771218665e-12,-4.315168212607001e-16,0.0,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
