,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-3.580515639534098e-07,223.08780678141642,701.5485876903117,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-1.630217176066632e-08,223.09415861945703,748.3150106318755,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-3.978350710593442e-07,24.781182248783455,585.1502088618813,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,46.11265305753497,317.3486842759195,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,10.947535942827969,195.2561634134781,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,12.44546617819089,305.75098331714554,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],-1.1340262062731199e-12,3.2091309263329393,43.73245100602698,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],-7.182165973063094e-13,2.032449586677529,27.697218970483757,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.0,0.0,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-1.8900436771218665e-12,5.348551543888233,72.8874183433783,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,31.158501877051503,31.183420175922343,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,103.86167292350498,103.94473391974115,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.24926801501641188,0.24946736140737874,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-4.5910564949736e-07,6.801581752812528,139.46793568226678,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],-1.0010809692317933e-07,4.712456398240112,553.9667887267439,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,4.712456398240108,31.183420532972566,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.15708187994133693,1.0394473510990856,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,89.02992813461206,637.8114154864878,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,3655.4870184982333,10000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.999999999785615,31.49201334597518,40.0,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-3.580515639534098e-07,218.31867461528157,701.5485876903117,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-2.0538330628302704e-08,12.44892562139086,40.241792792943386,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-4.722207787323816e-09,0.5215471418405985,12.000109188722785,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-5.5154458438258775e-09,0.07413410797521892,1.5887506101615951,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],-3.9502398140308294e-08,0.06367499750273668,2.3831259152423927,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,0.0,8.168369164741005,8.174901631062323,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,18.0,18.917141636397808,28.251045186533553,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,2.262316123752021e-08,6.600566300888907e-05,0.0002723944800425143,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.251045186533553,1.0828583636021918,2.0,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0006852735253808362,1.9993639664373828,8.251045186533553,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,1.6007456194166938,302.92770910144907,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,44.023424414271275,226.81794869786478,8760,0.0,10000.0,,,
grid_import[Gas],-1.6302171760666322e-08,223.09415861945703,748.3150106318755,8760,0.0,10000.0,,,
unused[Biomass],-1.359494916641779e-07,0.08306086028668187,103.94473378379166,8760,0.0,10000.0,,,
unused[Biogas],-1.8900436771218665e-12,1.0287680843798122,31.183420175922343,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
