,Minimum,Average,Maximum,Length,Lower Bound,Upper Bound,Units,Decription,Type
unit_prod[BOI][Heat],-4.976765888287104e-08,223.22104410450987,724.5079536957352,8760,0.0,10000.0,kW,Heat produced by BOI,time
unit_cons[BOI][Gas],-1.67302712917995e-08,223.08290863427493,773.8254173045682,8760,0.0,10000.0,kW,Gas consumed by BOI,time
unit_cons[BOI][Biogas],-5.52973987587456e-08,24.940473704069372,685.0694791289354,8760,0.0,10000.0,kW,Biogas consumed by BOI,time
unit_prod[PV][Elec],0.0,46.11265305753497,317.3486842759195,8760,0.0,10000.0,kW,Elec produced by PV,time
unit_prod[BAT][Elec],0.0,11.285169620427808,326.44988496835725,8760,0.0,10000.0,kW,Elec produced by BAT,time
unit_cons[BAT][Elec],0.0,12.91553369308611,305.75098331714554,8760,0.0,10000.0,kW,Elec consumed by BAT,time
unit_prod[SOFC][Elec],-1.1340262062731199e-12,2.9883876193412635,48.01613584417962,8760,0.0,10000.0,kW,Elec produced by SOFC,time
unit_prod[SOFC][Heat],-7.182165973063094e-13,1.8926454922494673,30.41021936798043,8760,0.0,10000.0,kW,Heat produced by SOFC,time
unit_cons[SOFC][Gas],0.0,0.0,0.0,8760,0.0,10000.0,kW,Gas consumed by SOFC,time
unit_cons[SOFC][Biogas],-1.8900436771218665e-12,4.98064603223544,80.0268930736327,8760,0.0,10000.0,kW,Biogas consumed by SOFC,time
unit_prod[AD][Biogas],0.0,31.128830657705453,31.183420135139386,8760,0.0,10000.0,kW,Biogas produced by AD,time
unit_cons[AD][Biomass],0.0,103.76276885901817,103.94473378379796,8760,0.0,10000.0,kW,Biomass consumed by AD,time
unit_cons[AD][Elec],0.0,0.2490306452616435,0.24946736108111509,8760,0.0,10000.0,kW,Elec consumed by AD,time
unit_cons[AD][Heat],-9.909399523166941e-08,6.835099220120327,46.47655849026887,8760,0.0,10000.0,kW,Heat consumed by AD,time
unit_prod[CGT][Biogas],0.0,4.901132285658897,932.0169311751034,8760,0.0,10000.0,kW,Biogas produced by CGT,time
unit_cons[CGT][Biogas],0.0,4.9011322856588935,31.183420190434894,8760,0.0,10000.0,kW,Biogas consumed by CGT,time
unit_cons[CGT][Elec],0.0,0.16337107618862975,1.0394473396811632,8760,0.0,10000.0,kW,Elec consumed by CGT,time
unit_SOC[BAT],0.0,119.04594646985092,979.3465848563304,8760,0.0,10000.0,kWh,State of charge of BAT,bool
unit_SOC[CGT],0.0,3731.534186652878,10000.0,8760,0.0,10000.0,kWh,State of charge of CGT,bool
unit_T[AD],29.999999999973472,31.703606060768564,40.000000000000014,8760,-10000.0,10000.0,°C,Temperature in the AD,time
build_cons_Heat,-2.505623020176983e-07,218.27859037663916,724.5079536957352,8760,0.0,10000.0,kW,Heat consumed by the building,time
v[BOI][build],-7.158767014490379e-09,12.451396430833007,41.558773634554676,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[BOI][AD],-8.526251979780366e-09,0.5293049420926841,3.99893906704035,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][build],-1.4372598586101268e-08,0.06936401142165216,1.7443720478765097,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
v[SOFC][AD],-1.0429800044652629e-09,0.058801109351704677,2.6165580718147647,8760,0.0,10000.0,m^3/h,Volume flow of heating water,time
heat_loss_biomass,0.0,8.160590694705993,8.17490162037085,8760,0.0,10000.0,kW,Heat loss from biomass input,time
build_T,18.0,18.915818387960403,28.32921058729256,8760,-10000.0,10000.0,°C,Interior temperature of the building,time
penalty,1.6377546522738976e-08,6.617333005863397e-05,0.0002749749802356068,8760,0.0,10000.0,MCHF,Isntant Penalty for deviating from the comfort temperature,time
comfort_delta_T,-8.329210587292561,1.0841816120395984,2.0,8760,-10000.0,10000.0,°C,Temerature difference between comfort and actual building temperature,time
comfort_delta_T_abs,0.0004960888942484587,2.004442734566319,8.329210587292561,8760,0.0,10000.0,°C,Absolute Temerature difference between comfort and actual building temperature,time
grid_export[Elec],0.0,0.938202591041772,294.2614554220124,8760,0.0,10000.0,,,
grid_export[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
grid_import[Elec],0.0,43.720110356675924,226.81794869786478,8760,0.0,10000.0,,,
grid_import[Gas],-1.6730271291799504e-08,223.08290863427493,773.8254173045682,8760,0.0,10000.0,,,
unused[Biomass],-6.295408638834488e-12,0.1819649247735016,103.94473378379166,8760,0.0,10000.0,,,
unused[Biogas],-1.8900436771218665e-12,1.2077109214006414,963.2003513102409,8760,0.0,10000.0,,,
unused[Gas],0.0,0.0,0.0,8760,0.0,10000.0,,,
